object number,1kind,2UG,3UR,4UI,5UZ,6GR,7GI,8GZ,9RI,10RZ,11IZ,12UGER,13URER,14UIER,15UZER,16GRER,17GIER,18GZER,19RIER,20RZER,21IZER,22contamination?,23ugal,24g gal,25r gal,26i gal,27z gal,33gal ratio,34fdistance,37HRV
448,1,1.86,2.435,2.755,2.93,0.575,0.895,1.07,0.32,0.495,0.176,0.593,0.593,0.593,0.609,0.052,0.055,0.147,0.053,0.146,0.147,0,15.0769,13.2816,12.3733,11.8811,11.4483,0.793,0.456,4254
449,1,1.21,1.535,1.684,1.775,0.325,0.474,0.565,0.149,0.24,0.091,0.3,0.301,0.305,0.371,0.056,0.075,0.225,0.077,0.226,0.231,0,16.0489,14.8836,14.4946,14.4166,14.2948,0.588,0.291,1921
450,4,-1.133,-0.473,0.183,-1.163,0.66,1.316,-0.03,0.656,-0.689,-1.346,0.383,0.373,0.364,0.65,0.347,0.336,0.635,0.325,0.63,0.624,0,15.8844,14.8357,14.4528,14.2232,14.33,0.75,1.941,2271
451,2,0.634,0.971,1.055,1.204,0.338,0.421,0.57,0.083,0.232,0.149,0.016,0.015,0.015,0.019,0.006,0.004,0.012,0.004,0.011,0.011,0,15.1095,13.9138,13.4183,12.8723,12.8748,0.444,0.224,1348
452,2,0.14,0.259,0.187,0.084,0.119,0.046,-0.056,-0.072,-0.175,-0.102,0.091,0.096,0.112,0.254,0.055,0.08,0.241,0.085,0.243,0.25,0,15.8032,14.5329,14.0171,13.744,13.6318,0.734,0.723,5131
453,3,1.344,1.958,2.269,2.503,0.614,0.924,1.159,0.31,0.545,0.235,0.169,0.168,0.168,0.175,0.025,0.025,0.053,0.023,0.052,0.052,0,15.4689,13.953,13.2055,12.8095,12.5592,0.774,0.423,5671
454,1,1.672,2.558,2.946,3.26,0.886,1.274,1.589,0.388,0.702,0.314,0.05,0.05,0.05,0.05,0.007,0.006,0.01,0.004,0.008,0.008,0,15.7068,13.7887,12.7988,12.2654,11.7751,0.929,0.088,4703
455,2,0.644,0.91,1.013,1.026,0.267,0.369,0.382,0.102,0.116,0.013,0.147,0.146,0.143,0.234,0.047,0.034,0.189,0.033,0.188,0.185,0,99,99,99,99,99,0.905,0.507,632
456,3,0.439,1.016,0.858,1.03,0.576,0.419,0.591,-0.157,0.014,0.172,0.04,0.04,0.039,0.049,0.012,0.009,0.031,0.008,0.03,0.029,0,14.6706,13.4823,12.7987,12.4426,12.1923,0.714,0.47,3218
457,1,1.029,1.457,1.716,1.923,0.428,0.688,0.894,0.26,0.466,0.206,0.202,0.201,0.199,0.215,0.042,0.032,0.087,0.028,0.086,0.081,0,15.2439,13.1705,12.2151,11.7304,11.3869,0.542,0.699,5368
458,1,1.675,2.404,2.824,3.033,0.729,1.148,1.358,0.419,0.629,0.209,0.076,0.076,0.076,0.077,0.012,0.012,0.018,0.009,0.017,0.017,0,13.3436,11.5283,10.7098,10.3087,9.9792,0.872,0.135,1400
459,5,1.818,2.232,2.516,2.644,0.414,0.698,0.826,0.283,0.412,0.128,0.645,0.645,0.644,0.656,0.051,0.035,0.132,0.037,0.133,0.128,0,16.8289,15.1626,14.4023,14.0526,13.8058,0.667,0.664,5786
460,2,1.411,2.23,2.709,3.124,0.819,1.298,1.713,0.479,0.894,0.415,0.095,0.094,0.094,0.095,0.012,0.009,0.018,0.007,0.017,0.015,0,14.2579,12.8255,12.1683,11.7908,11.2711,0.4,0.158,4298
461,2,1.166,1.848,2.2,2.419,0.681,1.034,1.252,0.353,0.571,0.218,0.092,0.092,0.091,0.093,0.016,0.013,0.023,0.009,0.021,0.019,0,13.8824,12.0062,11.1532,10.7029,10.3955,0.597,0.125,2454
462,1,1.58,2.26,2.613,2.866,0.68,1.033,1.286,0.353,0.606,0.253,0.069,0.069,0.069,0.07,0.01,0.008,0.015,0.006,0.014,0.013,0,15.4894,13.8815,13.0305,12.5851,12.2616,0.429,0.147,4168
463,3,1.015,1.486,1.633,1.731,0.471,0.617,0.716,0.146,0.245,0.099,0.281,0.28,0.277,0.328,0.057,0.044,0.18,0.036,0.178,0.175,0,14.5972,13.2218,12.5293,12.2567,11.9443,0.722,0.334,2344
464,2,0.351,0.608,0.642,0.819,0.257,0.291,0.467,0.034,0.21,0.176,0.045,0.045,0.047,0.071,0.019,0.023,0.058,0.024,0.059,0.06,0,14.4808,12.8159,10.6415,11.5993,11.2015,0.75,0.598,697
465,3,1.003,1.562,1.781,1.885,0.559,0.778,0.882,0.219,0.323,0.104,0.125,0.125,0.124,0.128,0.021,0.017,0.036,0.012,0.034,0.032,0,16.2135,13.9846,13.0852,12.5368,12.2197,0.9,0.319,4963
466,2,1.417,2.073,2.46,2.766,0.656,1.043,1.349,0.387,0.693,0.306,0.233,0.232,0.232,0.234,0.03,0.024,0.042,0.018,0.039,0.035,0,13.8824,12.0062,11.1532,10.7029,10.3955,0.597,0.209,2454
467,2,0.954,1.17,1.214,1.4,0.215,0.26,0.446,0.045,0.231,0.186,0.164,0.165,0.162,0.2,0.04,0.027,0.12,0.03,0.121,0.117,0,15.4173,13.9836,13.4017,13.016,12.7072,0.647,0.457,4821
468,2,1.197,1.785,1.997,2.158,0.588,0.801,0.961,0.212,0.373,0.161,0.081,0.081,0.08,0.086,0.016,0.013,0.034,0.01,0.033,0.031,0,15.2221,13.9192,13.3279,12.9974,12.8151,0.9,0.308,5235
469,2,75.987,75.547,76.669,76.009,-0.439,0.682,0.022,1.121,0.462,-0.66,3.175,3.191,3.171,3.426,0.387,0.155,1.307,0.355,1.345,1.297,0,17.2906,15.5807,15.1779,14.8557,14.7291,1,0.557,5768
470,3,0.379,0.583,0.591,0.621,0.204,0.212,0.241,0.008,0.037,0.03,0.103,0.104,0.1,0.18,0.037,0.023,0.152,0.029,0.153,0.15,0,16.4463,15.3344,14.8911,14.7065,14.5731,0.786,0.247,5635
471,1,1.778,2.515,2.91,3.186,0.738,1.133,1.408,0.395,0.671,0.276,0.096,0.096,0.096,0.098,0.012,0.012,0.022,0.01,0.022,0.022,0,16.0212,14.2071,13.4467,13.0415,12.7604,0.971,0.138,4906
472,7,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,99,99,99,99,99,99,99,5784
473,2,1.267,1.905,2.289,2.573,0.639,1.022,1.306,0.383,0.667,0.284,0.222,0.221,0.221,0.227,0.027,0.021,0.057,0.017,0.056,0.053,0,16.5929,15.0512,14.3025,13.9075,13.5444,0.129,0.221,1860
474,2,0.933,1.497,1.773,2.013,0.564,0.839,1.08,0.275,0.516,0.241,0.046,0.046,0.046,0.05,0.012,0.009,0.022,0.008,0.022,0.02,0,14.952,14.0283,13.3839,13.0196,12.6952,0.231,0.206,4156
475,2,0.944,1.317,1.517,1.617,0.372,0.573,0.673,0.201,0.301,0.1,0.055,0.054,0.054,0.069,0.016,0.012,0.045,0.01,0.045,0.044,0,15.4124,14.1883,13.7376,13.5486,13.3503,0.625,0.4,2545
476,3,1.022,1.954,2.231,2.656,0.932,1.209,1.634,0.277,0.702,0.425,0.046,0.045,0.045,0.047,0.01,0.01,0.015,0.008,0.014,0.014,0,14.5401,13.0556,12.1599,11.7166,11.4451,0.527,0.392,1656
477,4,1.073,1.597,1.808,1.981,0.523,0.735,0.908,0.212,0.385,0.173,0.044,0.044,0.044,0.05,0.011,0.012,0.025,0.011,0.025,0.025,0,14.4508,13.1767,12.5994,12.2055,12.0032,0.794,0.353,5248
478,2,0.803,1.096,1.264,1.376,0.293,0.461,0.573,0.168,0.28,0.112,0.218,0.218,0.22,0.295,0.056,0.064,0.207,0.066,0.207,0.21,0,14.2951,12.9291,12.3949,12.0889,12.157,0.909,0.456,1583
479,1,2.091,2.872,3.299,3.543,0.781,1.208,1.452,0.427,0.671,0.244,0.45,0.449,0.449,0.451,0.042,0.041,0.059,0.03,0.052,0.052,0,12.8045,10.7921,9.9665,9.4448,9.1199,0.811,0.407,1114
480,6,1.233,1.834,2.089,2.392,0.601,0.856,1.159,0.255,0.558,0.303,0.069,0.069,0.068,0.072,0.012,0.009,0.025,0.008,0.024,0.023,0,15.7374,14.0654,13.424,13.0834,12.8112,0.667,0.301,5116
481,2,1.925,3.423,4.462,5.255,1.498,2.536,3.329,1.038,1.831,0.793,0.027,0.027,0.027,0.027,0.004,0.004,0.004,0.002,0.002,0.002,0,12.7801,10.9771,9.6652,9.1906,8.5081,0.384,0.091,300
482,3,0.526,0.814,1.003,1.184,0.288,0.477,0.658,0.189,0.37,0.181,0.137,0.137,0.135,0.158,0.036,0.025,0.086,0.025,0.086,0.082,0,17.1299,15.2712,14.4384,14.0015,13.7834,0.893,0.314,1690
483,2,0.927,1.462,1.826,2.013,0.535,0.899,1.086,0.364,0.551,0.187,0.294,0.294,0.291,0.315,0.059,0.044,0.129,0.04,0.128,0.121,0,15.7463,14.0855,13.3227,12.965,12.6428,0.303,0.235,4188
484,3,0.966,1.539,1.633,1.793,0.574,0.667,0.827,0.094,0.254,0.16,0.174,0.173,0.175,0.216,0.036,0.043,0.133,0.042,0.133,0.135,0,99,99,99,99,99,0.353,0.657,4742
485,1,1.806,2.776,2.918,3.113,0.97,1.112,1.308,0.142,0.337,0.195,0.038,0.038,0.038,0.039,0.006,0.006,0.01,0.005,0.009,0.009,1,16.7045,15.413,14.5792,14.1896,13.9727,0.591,0.064,2722
486,3,0.766,1.177,1.279,1.492,0.411,0.513,0.726,0.102,0.315,0.213,0.029,0.029,0.028,0.034,0.009,0.007,0.021,0.006,0.02,0.019,0,15.577,14.4083,13.6964,13.371,12.9448,0.211,0.419,5130
487,3,1.24,2.026,2.388,2.711,0.786,1.149,1.472,0.362,0.686,0.323,0.028,0.028,0.028,0.029,0.006,0.006,0.009,0.005,0.008,0.008,0,13.8686,12.5875,11.9068,11.5203,11.3113,0.32,0.076,1153
488,3,1.145,1.636,1.867,2.048,0.491,0.722,0.903,0.231,0.412,0.181,0.048,0.048,0.048,0.054,0.011,0.011,0.027,0.011,0.027,0.027,0,15.0906,14.1848,13.7228,13.5086,13.4032,0.538,0.117,5164
489,3,2.333,3.254,3.412,3.554,0.921,1.079,1.221,0.159,0.3,0.142,0.118,0.117,0.117,0.118,0.009,0.007,0.017,0.005,0.016,0.015,1,16.4262,15.2029,14.7416,14.4786,14.283,0.182,0.335,5549
490,2,0.561,0.88,0.975,1.033,0.319,0.414,0.473,0.095,0.153,0.059,0.101,0.101,0.099,0.127,0.029,0.02,0.083,0.021,0.083,0.08,0,15.3215,13.9965,13.5302,13.0479,12.7896,0.364,0.673,3532
491,3,1.367,2.248,2.659,2.945,0.881,1.291,1.578,0.411,0.697,0.286,0.039,0.038,0.038,0.039,0.009,0.008,0.012,0.006,0.01,0.01,0,14.6169,12.8401,11.79,11.2287,10.8681,0.231,0.109,2255
492,2,1.094,1.649,1.885,2.05,0.555,0.791,0.956,0.236,0.401,0.166,0.074,0.073,0.073,0.079,0.014,0.011,0.033,0.01,0.033,0.031,0,15.0094,13.4198,12.6111,12.1811,11.8997,0.368,0.153,4130
493,2,1.064,1.581,1.818,1.92,0.517,0.754,0.856,0.237,0.34,0.102,0.036,0.036,0.036,0.04,0.01,0.011,0.02,0.01,0.02,0.02,0,15.1447,13.9706,13.5726,13.3465,13.3362,0.565,0.007,1317
494,1,0.745,1.012,1.122,1.283,0.267,0.376,0.538,0.109,0.271,0.161,0.055,0.055,0.054,0.064,0.016,0.012,0.037,0.011,0.037,0.035,0,15.8174,14.5016,13.8053,13.3351,13.1809,0.385,0.144,4214
495,10,1.448,2.062,1.846,1.865,0.614,0.398,0.418,-0.216,-0.196,0.02,0.053,0.053,0.052,0.056,0.008,0.007,0.022,0.005,0.021,0.021,1,15.8007,14.405,13.6302,13.1925,12.8751,0.429,0.121,4800
496,7,0.873,1.17,1.354,1.34,0.297,0.482,0.467,0.185,0.17,-0.014,0.085,0.086,0.084,0.108,0.023,0.015,0.07,0.017,0.07,0.068,0,15.3522,14.0027,13.4381,13.1803,13.03,0.643,0.329,4044
497,2,0.91,1.585,1.786,1.958,0.676,0.877,1.048,0.201,0.372,0.171,0.109,0.109,0.109,0.126,0.024,0.027,0.068,0.025,0.067,0.068,0,14.4255,12.7089,11.8518,11.3682,11.0784,0.442,0.28,1351
498,2,1.516,2.286,2.409,2.525,0.77,0.893,1.009,0.123,0.239,0.116,0.049,0.049,0.049,0.051,0.008,0.007,0.016,0.005,0.015,0.014,1,15.6632,14.5824,13.9831,13.6901,13.4304,0.778,0.312,5846
499,3,1.24,1.857,1.729,1.911,0.617,0.489,0.671,-0.128,0.053,0.181,0.149,0.148,0.148,0.154,0.019,0.015,0.044,0.011,0.043,0.041,0,15.3958,13.5112,12.5919,12.0801,11.7407,0.426,0.305,1586
500,1,1.225,1.917,2.304,2.514,0.692,1.079,1.289,0.386,0.597,0.211,0.132,0.131,0.131,0.137,0.024,0.023,0.044,0.021,0.043,0.043,0,15.4586,13.821,13.0139,12.6232,12.3271,0.771,0.254,5831
501,7,2.161,2.993,3.136,3.159,0.832,0.976,0.998,0.144,0.166,0.022,0.053,0.053,0.053,0.054,0.006,0.005,0.012,0.004,0.011,0.01,1,17.0873,15.7166,14.8592,14.3781,13.9824,0.273,0.154,5027
502,2,-0.251,0.474,0.672,1.683,0.724,0.923,1.933,0.198,1.209,1.011,0.537,0.527,0.501,0.611,0.255,0.195,0.402,0.164,0.388,0.351,0,15.5691,14.2677,13.718,13.5705,13.2522,0.833,0.396,4814
503,2,0.971,1.341,1.181,1.179,0.37,0.211,0.209,-0.16,-0.162,-0.002,0.3,0.299,0.298,0.309,0.04,0.032,0.086,0.023,0.083,0.08,0,99,99,99,99,99,0.778,0.692,2407
504,2,1.86,2.604,3.101,3.215,0.744,1.241,1.355,0.497,0.611,0.114,0.644,0.643,0.643,0.643,0.033,0.029,0.039,0.015,0.03,0.026,0,18.1244,15.9017,14.6223,13.9203,13.4038,0.333,0.103,5755
505,2,0.167,0.952,1.029,1.858,0.784,0.862,1.69,0.077,0.906,0.829,1.064,1.058,1.035,1.154,0.33,0.248,0.568,0.218,0.556,0.511,0,15.0218,13.5377,12.7257,12.4337,12.1764,0.81,0.686,5228
506,2,1.918,2.824,2.477,3.038,0.906,0.559,1.12,-0.347,0.214,0.561,0.271,0.271,0.271,0.274,0.02,0.017,0.044,0.011,0.042,0.041,0,99,99,99,99,99,0.615,0.625,4486
507,2,0.635,1.006,0.907,1.095,0.371,0.272,0.46,-0.099,0.089,0.188,0.117,0.116,0.114,0.166,0.034,0.026,0.123,0.023,0.122,0.12,0,14.8028,13.7821,13.1864,13.0011,12.8526,0.692,0.606,4411
508,2,1.378,1.834,2.264,2.53,0.456,0.886,1.152,0.43,0.696,0.266,0.677,0.676,0.674,0.694,0.086,0.063,0.177,0.059,0.176,0.165,0,15.2241,13.2786,12.4715,12.0765,11.8722,0.85,0.7,5217
509,1,0.992,1.438,1.596,1.872,0.447,0.604,0.881,0.158,0.434,0.276,0.22,0.219,0.221,0.234,0.043,0.05,0.092,0.047,0.091,0.095,0,16.6446,14.8874,14.1509,13.7668,13.5019,0.958,0.488,4748
510,2,0.979,1.456,1.473,1.523,0.476,0.494,0.544,0.017,0.068,0.05,0.337,0.337,0.341,0.424,0.074,0.092,0.267,0.091,0.267,0.273,0,14.37,12.952,12.1645,11.7279,11.459,0.55,0.417,1570
511,2,1.396,2.182,2.618,2.993,0.785,1.222,1.597,0.436,0.811,0.375,0.062,0.062,0.062,0.063,0.01,0.009,0.015,0.007,0.013,0.013,0,14.2693,12.9776,12.2974,11.8752,11.9626,0.48,0.03,1807
512,1,1.748,2.601,3.001,3.33,0.853,1.253,1.582,0.4,0.729,0.329,0.057,0.057,0.057,0.057,0.007,0.005,0.008,0.004,0.007,0.006,0,14.8146,12.6029,11.5568,11.0342,10.561,0.739,0.079,5190
513,3,0.845,1.255,1.426,1.555,0.41,0.582,0.711,0.171,0.3,0.129,0.057,0.057,0.056,0.067,0.015,0.011,0.037,0.01,0.037,0.036,0,14.7184,13.2594,12.6123,12.277,12.0222,0.737,0.266,5316
514,1,1.368,1.968,2.294,2.486,0.6,0.926,1.118,0.326,0.518,0.192,0.179,0.179,0.178,0.185,0.025,0.018,0.053,0.017,0.053,0.05,0,14.9318,13.6107,12.8782,12.4602,12.128,0.875,0.271,5110
515,3,1.283,1.968,2.342,2.608,0.685,1.06,1.326,0.375,0.641,0.266,0.084,0.083,0.084,0.089,0.015,0.015,0.033,0.013,0.033,0.033,0,15.1122,12.8527,11.5001,10.7691,10.1956,0.339,0.31,1732
516,2,0.439,0.52,0.632,1.14,0.081,0.193,0.701,0.112,0.62,0.508,0.682,0.691,0.652,1.086,0.303,0.199,0.891,0.228,0.898,0.869,0,18.8969,17.5392,14.0869,16.8249,16.7313,99,99,4200
517,1,1.427,2.36,2.867,3.294,0.934,1.44,1.867,0.507,0.934,0.427,0.137,0.137,0.137,0.138,0.018,0.014,0.025,0.01,0.023,0.021,0,14.8911,13.1674,12.2758,11.7862,11.2967,0.345,0.073,5738
518,3,-2.442,-1.983,-2.251,-1.214,0.459,0.19,1.228,-0.269,0.768,1.037,0.47,0.492,0.714,0.687,0.632,0.816,0.793,0.829,0.807,0.958,0,14.519,12.6025,11.7504,11.2623,10.9925,0.333,1.424,2651
519,2,0.846,1.342,1.572,1.823,0.495,0.726,0.976,0.23,0.481,0.251,0.013,0.012,0.012,0.014,0.004,0.004,0.007,0.004,0.007,0.007,0,14.3987,13.8652,12.8179,12.4912,12.21,0.9,0.947,3841
520,2,1.168,1.937,2.206,2.56,0.769,1.038,1.391,0.269,0.622,0.354,0.235,0.234,0.234,0.246,0.039,0.043,0.085,0.038,0.082,0.084,0,15.9801,14.174,13.2936,12.8866,12.521,0.87,0.275,5452
521,2,1.04,1.555,1.804,2.012,0.515,0.764,0.972,0.25,0.457,0.207,0.247,0.247,0.245,0.265,0.046,0.034,0.108,0.031,0.107,0.102,0,15.7463,14.0855,13.3227,12.965,12.6428,0.303,0.307,4188
522,3,1.24,1.865,2.231,2.468,0.625,0.991,1.228,0.366,0.603,0.237,0.068,0.068,0.068,0.071,0.014,0.014,0.027,0.012,0.026,0.026,0,15.1989,13.8485,13.253,12.8927,12.693,0.9,0.261,5646
523,5,0.35,0.659,0.703,0.903,0.309,0.353,0.553,0.044,0.244,0.2,0.01,0.01,0.01,0.012,0.004,0.004,0.008,0.004,0.007,0.007,0,99,99,99,99,99,0.833,0.738,3088
524,1,0.836,1.431,1.695,1.959,0.595,0.859,1.123,0.264,0.528,0.264,0.226,0.225,0.223,0.236,0.048,0.038,0.086,0.03,0.083,0.077,0,14.7955,13.376,12.5714,12.1101,11.6899,0.743,0.535,2604
525,2,0.879,1.218,1.378,1.504,0.339,0.499,0.626,0.16,0.287,0.127,0.069,0.069,0.068,0.082,0.018,0.012,0.046,0.012,0.046,0.045,0,16.8361,15.5282,15.108,16.0646,14.6666,0.301,0.191,4920
526,2,0.918,1.403,1.702,1.913,0.485,0.784,0.995,0.299,0.51,0.211,0.026,0.026,0.026,0.028,0.008,0.009,0.014,0.008,0.014,0.014,1,15.4577,13.9849,13.2572,12.8622,12.6078,0.615,0.142,5766
527,2,0.858,1.163,1.388,1.437,0.305,0.53,0.579,0.225,0.274,0.049,0.142,0.143,0.148,0.212,0.045,0.058,0.162,0.061,0.163,0.168,0,15.7453,13.8726,13.0451,12.5677,12.2125,0.167,0.453,4624
528,2,0.506,0.598,0.649,0.78,0.092,0.143,0.274,0.051,0.182,0.131,0.316,0.316,0.334,0.481,0.131,0.17,0.386,0.17,0.386,0.401,0,14.5653,13.4285,12.9161,12.6664,12.6032,0.731,0.659,1580
529,3,0.738,1.328,1.699,1.517,0.59,0.961,0.778,0.371,0.189,-0.182,0.548,0.547,0.547,0.55,0.052,0.049,0.077,0.034,0.069,0.066,0,18.7908,16.8032,15.5663,14.9616,14.2253,0.078,0.26,2547
530,4,0.839,1.055,1.107,0.965,0.216,0.269,0.126,0.053,-0.09,-0.143,0.1,0.1,0.098,0.164,0.029,0.019,0.133,0.021,0.133,0.131,0,99,99,99,99,99,0.889,0.417,4024
531,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,99,99,99,99,99,99,99,3920
532,2,0.712,1.021,1.15,1.386,0.309,0.438,0.674,0.129,0.365,0.236,0.057,0.057,0.058,0.072,0.017,0.019,0.046,0.019,0.046,0.047,0,15.222,13.8193,13.169,12.9234,12.7374,0.588,0.404,5449
533,2,0.54,0.981,1.113,1.313,0.441,0.573,0.772,0.132,0.332,0.199,0.076,0.076,0.076,0.092,0.024,0.026,0.058,0.025,0.057,0.058,0,14.0943,12.4971,11.7878,11.3539,11.1104,0.907,0.359,809
534,3,0.98,1.35,1.512,1.66,0.369,0.531,0.679,0.162,0.31,0.148,0.036,0.036,0.037,0.043,0.011,0.012,0.025,0.012,0.025,0.026,0,14.0432,13.6377,13.1989,13.031,12.8657,0.688,0.202,2572
535,2,1.319,1.942,2.289,2.52,0.623,0.97,1.201,0.348,0.579,0.231,0.062,0.062,0.062,0.066,0.014,0.015,0.027,0.014,0.027,0.027,0,15.5043,14.2085,13.5064,13.1853,12.9406,0.138,0.113,2839
536,1,1.188,1.894,2.271,2.486,0.706,1.083,1.298,0.378,0.593,0.215,0.088,0.088,0.088,0.092,0.02,0.021,0.034,0.017,0.032,0.032,0,15.3129,13.9776,13.2144,12.8064,12.5701,0.377,0.141,3646
537,3,0.931,1.467,1.692,1.827,0.535,0.761,0.896,0.225,0.361,0.136,0.224,0.222,0.219,0.276,0.06,0.047,0.175,0.037,0.172,0.168,0,15.1746,13.6168,12.9195,12.5142,12.3134,0.611,0.642,5704
538,6,1.009,1.49,1.77,2.015,0.482,0.761,1.007,0.279,0.525,0.246,0.022,0.022,0.022,0.023,0.006,0.006,0.009,0.005,0.009,0.009,0,14.2159,12.8707,12.1688,11.7574,11.4412,0.844,0.062,2226
539,6,0.846,1.204,1.298,1.438,0.357,0.452,0.592,0.095,0.235,0.14,0.066,0.066,0.065,0.085,0.019,0.013,0.056,0.014,0.056,0.054,0,14.8613,13.679,13.0531,12.7039,12.4412,1,0.757,4259
540,2,0.974,1.402,1.549,1.688,0.429,0.575,0.714,0.147,0.285,0.138,0.091,0.09,0.091,0.108,0.025,0.029,0.064,0.027,0.064,0.065,0,15.52,14.5034,14.0775,13.869,13.7125,0.221,0.108,2258
541,1,1.34,2.026,2.398,2.51,0.685,1.057,1.17,0.372,0.484,0.112,0.364,0.363,0.362,0.373,0.044,0.033,0.095,0.029,0.094,0.089,0,99,99,99,99,99,0.765,0.303,5243
542,4,1.072,1.723,2.09,2.356,0.65,1.018,1.283,0.367,0.633,0.266,0.092,0.092,0.091,0.096,0.018,0.014,0.033,0.011,0.032,0.029,0,15.0276,13.0106,12.1838,11.8074,11.5154,0.737,0.309,4495
543,9,1.581,2.39,2.758,3.037,0.809,1.177,1.456,0.368,0.647,0.279,0.132,0.131,0.131,0.133,0.016,0.013,0.027,0.009,0.025,0.023,0,16.6134,13.7304,12.9076,12.4531,12.1679,0.75,0.189,5048
544,2,0.671,0.901,0.936,1.067,0.23,0.266,0.397,0.035,0.167,0.131,0.098,0.099,0.101,0.134,0.03,0.038,0.095,0.039,0.095,0.098,0,14.6195,13.5117,13.2293,13.0287,13.0384,0.317,0.211,2676
545,2,1.345,1.599,1.776,2.394,0.254,0.431,1.049,0.177,0.795,0.618,1.029,1.031,1.025,1.07,0.147,0.093,0.321,0.114,0.328,0.307,0,16.323,14.6391,14.0799,13.7507,13.5842,1,0.976,5659
546,2,1.1,1.973,2.347,2.74,0.873,1.247,1.641,0.374,0.768,0.393,0.135,0.135,0.134,0.136,0.019,0.015,0.029,0.011,0.027,0.024,0,16.9662,14.8436,13.9487,13.4553,13.0464,0.5,0.282,4630
547,3,1.468,1.842,2.234,2.278,0.374,0.767,0.81,0.393,0.436,0.044,0.975,0.975,0.974,0.993,0.111,0.103,0.22,0.103,0.22,0.216,0,16.3537,14.4392,13.6896,12.7331,12.3386,0.2,0.86,4996
548,2,0.678,1.018,1.189,1.328,0.34,0.511,0.649,0.171,0.31,0.138,0.042,0.042,0.042,0.049,0.014,0.014,0.028,0.014,0.028,0.028,0,15.7201,14.0295,13.1489,12.7182,12.3327,0.259,0.149,5210
549,3,0.991,1.572,1.861,2.042,0.58,0.87,1.05,0.289,0.47,0.181,0.095,0.095,0.095,0.1,0.021,0.021,0.039,0.019,0.038,0.038,0,15.7201,14.0295,13.1489,12.7182,12.3327,0.259,0.484,5210
550,4,0.908,1.42,1.691,1.782,0.512,0.783,0.874,0.271,0.362,0.091,0.142,0.142,0.141,0.158,0.026,0.018,0.072,0.019,0.072,0.07,0,15.0943,12.9969,12.0812,11.6231,11.2641,0.967,0.364,4682
551,6,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,99,99,99,99,99,99,99,2724
552,9,0.065,0.775,1.158,0.673,0.71,1.092,0.608,0.383,-0.101,-0.484,0.713,0.671,0.683,0.974,0.363,0.384,0.793,0.301,0.756,0.767,0,16.066,14.8889,14.4144,14.2074,14.1878,0.394,0.453,3878
553,2,0.97,1.486,1.76,1.904,0.515,0.79,0.934,0.274,0.419,0.144,0.067,0.066,0.066,0.072,0.018,0.019,0.035,0.016,0.034,0.034,0,15.0458,13.024,12.2184,11.6753,11.5591,0.643,0.332,2140
554,2,0.549,0.952,1.2,1.444,0.403,0.651,0.895,0.248,0.492,0.245,0.155,0.155,0.151,0.189,0.049,0.034,0.119,0.035,0.119,0.114,0,17.6795,16.5205,16.0053,15.7715,15.633,0.109,1.194,4590
555,1,1.28,1.928,2.321,2.521,0.648,1.041,1.24,0.393,0.593,0.2,0.125,0.125,0.124,0.129,0.021,0.017,0.038,0.011,0.036,0.034,0,15.0551,13.0479,12.1275,11.6691,11.3039,0.5,0.232,4462
556,2,75.95,76.211,76.528,76.159,0.261,0.579,0.209,0.318,-0.052,-0.37,8.494,8.494,8.491,8.609,0.3,0.211,1.436,0.214,1.437,1.421,0,15.1516,13.5154,12.6503,12.2087,11.9162,0.7,0.634,2220
557,1,0.281,0.714,1.052,1.712,0.433,0.771,1.431,0.338,0.998,0.659,0.692,0.694,0.699,0.818,0.277,0.288,0.514,0.294,0.517,0.523,0,15.2217,13.3792,12.5511,12.1265,11.8263,0.836,1.777,5727
558,2,0.673,1,1.121,1.481,0.327,0.448,0.807,0.121,0.48,0.359,0.148,0.149,0.153,0.208,0.044,0.055,0.151,0.058,0.152,0.156,0,15.1515,14.1633,13.753,13.5434,13.4207,0.538,0.363,5164
559,3,0.489,1.057,1.014,1.208,0.568,0.526,0.72,-0.043,0.151,0.194,0.015,0.014,0.015,0.017,0.005,0.006,0.011,0.005,0.01,0.01,0,13.5171,12.3853,11.9252,11.6135,11.3865,0.952,0.119,988
560,3,0.509,0.69,0.908,1.015,0.181,0.399,0.506,0.218,0.325,0.107,0.174,0.177,0.182,0.307,0.06,0.073,0.258,0.079,0.26,0.263,0,16.4911,15.5319,15.2122,15.1184,14.9223,0.667,1.361,5570
561,2,0.616,0.922,1.286,1.414,0.306,0.67,0.798,0.364,0.492,0.128,0.363,0.358,0.36,0.409,0.116,0.121,0.23,0.107,0.222,0.225,0,19.2234,18.3485,17.8132,17.5762,17.4436,0.519,0.414,3000
562,2,1.183,1.899,2.249,2.591,0.715,1.066,1.407,0.351,0.692,0.341,0.06,0.059,0.059,0.061,0.011,0.009,0.018,0.007,0.017,0.015,0,15.9117,14.0901,13.2008,12.7292,12.3129,0.267,0.316,3970
563,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,16.3269,15.4046,14.834,14.9565,14.6208,99,99,5227
